fid,samp,mass,vv,tlh,tdh,trh,t2,tmax,intertidal,replicate,mod,hi,NJ,m,year,,,,,
1185,198,0.001,3,2,0,0,0,0,0,2,0,0,0,5,2015,,,,,
1186,198,0.0001,NA,NA,NA,NA,0,0,0,2,0,0,0,5,2015,,,,,
1187,198,0.00001,NA,NA,NA,NA,0,0,0,2,0,0,0,5,2015,,,,,
1188,198,0.000001,NA,NA,NA,NA,0,0,0,2,0,0,0,5,2015,,,,,
1189,199,0.1,3,3,0,0,0,0,0,3,0,0,0,5,2015,,,,,
1190,199,0.01,3,3,0,1,0,0,0,3,0,0,0,5,2015,,,,,
1191,199,0.001,2,2,0,0,0,0,0,3,0,0,0,5,2015,,,,,
1192,199,0.0001,0,0,0,0,0,0,0,3,0,0,0,5,2015,,,,,
1193,199,0.00001,1,0,0,0,0,0,0,3,0,0,0,5,2015,,,,,
1194,199,0.000001,NA,NA,NA,NA,0,0,0,3,0,0,0,5,2015,,,,,
1195,200,0.1,3,3,0,2,0,0,0,4,0,0,0,5,2015,,,,,
1196,200,0.01,3,3,0,0,0,0,0,4,0,0,0,5,2015,,,,,
1197,200,0.001,3,1,0,0,0,0,0,4,0,0,0,5,2015,,,,,
1198,200,0.0001,1,0,0,0,0,0,0,4,0,0,0,5,2015,,,,,
1199,200,0.00001,1,0,0,0,0,0,0,4,0,0,0,5,2015,,,,,
1200,200,0.000001,NA,NA,NA,NA,0,0,0,4,0,0,0,5,2015,,,,,
1201,201,0.1,3,3,0,3,1,0,1,1,0,0,0,5,2015,,,,,
1202,201,0.01,3,3,0,1,1,0,1,1,0,0,0,5,2015,,,,,
1203,201,0.001,3,2,0,0,1,0,1,1,0,0,0,5,2015,,,,,
1204,201,0.0001,0,1,0,0,1,0,1,1,0,0,0,5,2015,,,,,
1205,201,0.00001,1,1,0,0,1,0,1,1,0,0,0,5,2015,,,,,
1206,201,0.000001,NA,NA,NA,NA,1,0,1,1,0,0,0,5,2015,,,,,
1207,202,0.1,3,3,3,3,1,0,1,2,0,0,0,5,2015,,,,,
1208,202,0.01,3,3,1,2,1,0,1,2,0,0,0,5,2015,,,,,
1209,202,0.001,3,3,0,0,1,0,1,2,0,0,0,5,2015,,,,,
1210,202,0.0001,2,3,0,0,1,0,1,2,0,0,0,5,2015,,,,,
1211,202,0.00001,1,1,0,0,1,0,1,2,0,0,0,5,2015,,,,,
1212,202,0.000001,NA,NA,NA,NA,1,0,1,2,0,0,0,5,2015,,,,,
1213,203,0.1,3,3,1,3,1,0,1,3,0,0,0,5,2015,,,,,
1214,203,0.01,3,3,0,2,1,0,1,3,0,0,0,5,2015,,,,,
1215,203,0.001,3,3,0,0,1,0,1,3,0,0,0,5,2015,,,,,
1216,203,0.0001,3,1,0,0,1,0,1,3,0,0,0,5,2015,,,,,
1217,203,0.00001,0,1,0,0,1,0,1,3,0,0,0,5,2015,,,,,
1218,203,0.000001,NA,NA,NA,NA,1,0,1,3,0,0,0,5,2015,,,,,
1219,204,0.1,3,3,1,3,1,0,1,4,0,0,0,5,2015,,,,,
1220,204,0.01,3,3,0,1,1,0,1,4,0,0,0,5,2015,,,,,
1221,204,0.001,3,3,0,0,1,0,1,4,0,0,0,5,2015,,,,,
1222,204,0.0001,2,1,0,1,1,0,1,4,0,0,0,5,2015,,,,,
1223,204,0.00001,NA,NA,NA,NA,1,0,1,4,0,0,0,5,2015,,,,,
1224,204,0.000001,NA,NA,NA,NA,1,0,1,4,0,0,0,5,2015,,,,,
1225,205,0.1,3,3,0,3,1,0,0,1,0,0,0,5,2015,,,,,
1226,205,0.01,3,3,0,0,1,0,0,1,0,0,0,5,2015,,,,,
1227,205,0.001,3,2,0,1,1,0,0,1,0,0,0,5,2015,,,,,
1228,205,0.0001,1,2,0,0,1,0,0,1,0,0,0,5,2015,,,,,
1229,205,0.00001,0,0,0,0,1,0,0,1,0,0,0,5,2015,,,,,
1230,205,0.000001,NA,NA,NA,NA,1,0,0,1,0,0,0,5,2015,,,,,
1231,206,0.1,3,3,1,2,1,0,0,2,0,0,0,5,2015,,,,,
1232,206,0.01,3,3,0,0,1,0,0,2,0,0,0,5,2015,,,,,
1233,206,0.001,3,2,0,0,1,0,0,2,0,0,0,5,2015,,,,,
1234,206,0.0001,2,1,0,0,1,0,0,2,0,0,0,5,2015,,,,,
1235,206,0.00001,NA,NA,NA,NA,1,0,0,2,0,0,0,5,2015,,,,,
1236,206,0.000001,NA,NA,NA,NA,1,0,0,2,0,0,0,5,2015,,,,,
1237,207,0.1,3,3,2,3,1,0,0,3,0,0,0,5,2015,,,,,
1238,207,0.01,3,3,0,0,1,0,0,3,0,0,0,5,2015,,,,,
1239,207,0.001,1,1,0,0,1,0,0,3,0,0,0,5,2015,,,,,
1240,207,0.0001,0,0,0,0,1,0,0,3,0,0,0,5,2015,,,,,
1241,207,0.00001,0,0,0,0,1,0,0,3,0,0,0,5,2015,,,,,
1242,207,0.000001,NA,NA,NA,NA,1,0,0,3,0,0,0,5,2015,,,,,
1243,208,0.1,3,3,0,3,1,0,0,4,0,0,0,5,2015,,,,,
1244,208,0.01,3,3,0,0,1,0,0,4,0,0,0,5,2015,,,,,
1245,208,0.001,2,2,0,0,1,0,0,4,0,0,0,5,2015,,,,,
1246,208,0.0001,0,0,0,0,1,0,0,4,0,0,0,5,2015,,,,,
1247,208,0.00001,1,0,0,0,1,0,0,4,0,0,0,5,2015,,,,,
1248,208,0.000001,NA,NA,NA,NA,1,0,0,4,0,0,0,5,2015,,,,,
1249,209,0.1,3,3,3,3,0,0,1,1,1,0,0,5,2015,,,,,
1250,209,0.01,3,3,1,1,0,0,1,1,1,0,0,5,2015,,,,,
1251,209,0.001,3,3,0,1,0,0,1,1,1,0,0,5,2015,,,,,
1252,209,0.0001,2,3,0,0,0,0,1,1,1,0,0,5,2015,,,,,
1253,209,0.00001,2,1,0,0,0,0,1,1,1,0,0,5,2015,,,,,
1254,209,0.000001,NA,NA,NA,NA,0,0,1,1,1,0,0,5,2015,,,,,
1255,210,0.1,3,3,0,2,0,0,1,2,1,0,0,5,2015,,,,,
1256,210,0.01,3,3,0,0,0,0,1,2,1,0,0,5,2015,,,,,
1257,210,0.001,2,2,0,0,0,0,1,2,1,0,0,5,2015,,,,,
1258,210,0.0001,1,1,0,0,0,0,1,2,1,0,0,5,2015,,,,,
1259,210,0.00001,0,1,0,0,0,0,1,2,1,0,0,5,2015,,,,,
1260,210,0.000001,NA,NA,NA,NA,0,0,1,2,1,0,0,5,2015,,,,,
1261,211,0.1,3,3,1,2,0,0,1,3,1,0,0,5,2015,,,,,
1262,211,0.01,3,3,0,1,0,0,1,3,1,0,0,5,2015,,,,,
1263,211,0.001,3,3,0,0,0,0,1,3,1,0,0,5,2015,,,,,
1264,211,0.0001,2,0,0,0,0,0,1,3,1,0,0,5,2015,,,,,
1265,211,0.00001,3,0,0,0,0,0,1,3,1,0,0,5,2015,,,,,
1266,211,0.000001,NA,NA,NA,NA,0,0,1,3,1,0,0,5,2015,,,,,
1267,212,0.1,3,3,0,3,0,0,1,4,1,0,0,5,2015,,,,,
1268,212,0.01,3,3,0,0,0,0,1,4,1,0,0,5,2015,,,,,
1269,212,0.001,3,3,0,0,0,0,1,4,1,0,0,5,2015,,,,,
1270,212,0.0001,0,2,0,0,0,0,1,4,1,0,0,5,2015,,,,,
1271,212,0.00001,NA,NA,NA,NA,0,0,1,4,1,0,0,5,2015,,,,,
1272,212,0.000001,NA,NA,NA,NA,0,0,1,4,1,0,0,5,2015,,,,,
1273,213,0.1,3,3,0,3,0,0,0,1,1,0,0,5,2015,,,,,
1274,213,0.01,3,3,1,3,0,0,0,1,1,0,0,5,2015,,,,,
1275,213,0.001,2,3,0,1,0,0,0,1,1,0,0,5,2015,,,,,
1276,213,0.0001,0,0,0,0,0,0,0,1,1,0,0,5,2015,,,,,
1277,213,0.00001,NA,NA,NA,NA,0,0,0,1,1,0,0,5,2015,,,,,
1278,213,0.000001,NA,NA,NA,NA,0,0,0,1,1,0,0,5,2015,,,,,
1279,214,0.1,3,3,0,3,0,0,0,2,1,0,0,5,2015,,,,,
1280,214,0.01,3,3,0,3,0,0,0,2,1,0,0,5,2015,,,,,
1281,214,0.001,3,3,0,1,0,0,0,2,1,0,0,5,2015,,,,,
1282,214,0.0001,0,1,0,1,0,0,0,2,1,0,0,5,2015,,,,,
1283,214,0.00001,NA,NA,NA,NA,0,0,0,2,1,0,0,5,2015,,,,,
1284,214,0.000001,NA,NA,NA,NA,0,0,0,2,1,0,0,5,2015,,,,,
1285,215,0.1,3,3,0,1,0,0,0,3,1,0,0,5,2015,,,,,
1286,215,0.01,3,3,0,0,0,0,0,3,1,0,0,5,2015,,,,,
1287,215,0.001,2,2,0,0,0,0,0,3,1,0,0,5,2015,,,,,
1288,215,0.0001,0,0,0,0,0,0,0,3,1,0,0,5,2015,,,,,
1289,215,0.00001,0,0,0,0,0,0,0,3,1,0,0,5,2015,,,,,
1290,215,0.000001,NA,NA,NA,NA,0,0,0,3,1,0,0,5,2015,,,,,
1291,216,0.1,3,3,0,2,0,0,0,4,1,0,0,5,2015,,,,,
1292,216,0.01,3,3,2,2,0,0,0,4,1,0,0,5,2015,,,,,
1293,216,0.001,1,0,0,0,0,0,0,4,1,0,0,5,2015,,,,,
1294,216,0.0001,2,0,0,0,0,0,0,4,1,0,0,5,2015,,,,,
1295,216,0.00001,NA,NA,NA,NA,0,0,0,4,1,0,0,5,2015,,,,,
1296,216,0.000001,NA,NA,NA,NA,0,0,0,4,1,0,0,5,2015,,,,,
1297,217,0.1,3,3,0,3,1,0,1,1,1,0,0,5,2015,,,,,
1298,217,0.01,3,3,0,1,1,0,1,1,1,0,0,5,2015,,,,,
1299,217,0.001,3,3,0,0,1,0,1,1,1,0,0,5,2015,,,,,
1300,217,0.0001,2,2,0,0,1,0,1,1,1,0,0,5,2015,,,,,
1301,217,0.00001,3,1,0,0,1,0,1,1,1,0,0,5,2015,,,,,
1302,217,0.000001,NA,NA,NA,NA,1,0,1,1,1,0,0,5,2015,,,,,
1303,218,0.1,3,3,0,3,1,0,1,2,1,0,0,5,2015,,,,,
1304,218,0.01,3,3,0,2,1,0,1,2,1,0,0,5,2015,,,,,
1305,218,0.001,2,3,0,0,1,0,1,2,1,0,0,5,2015,,,,,
1306,218,0.0001,2,2,0,0,1,0,1,2,1,0,0,5,2015,,,,,
1307,218,0.00001,1,1,0,0,1,0,1,2,1,0,0,5,2015,,,,,
1308,218,0.000001,NA,NA,NA,NA,1,0,1,2,1,0,0,5,2015,,,,,
1309,219,0.1,3,3,3,3,1,0,1,3,1,0,0,5,2015,,,,,
1310,219,0.01,3,3,0,3,1,0,1,3,1,0,0,5,2015,,,,,
1311,219,0.001,3,3,0,2,1,0,1,3,1,0,0,5,2015,,,,,
1312,219,0.0001,3,3,0,0,1,0,1,3,1,0,0,5,2015,,,,,
1313,219,0.00001,2,0,0,0,1,0,1,3,1,0,0,5,2015,,,,,
1314,219,0.000001,NA,NA,NA,NA,1,0,1,3,1,0,0,5,2015,,,,,
1315,220,0.1,3,3,0,3,1,0,1,4,1,0,0,5,2015,,,,,
1316,220,0.01,3,3,0,0,1,0,1,4,1,0,0,5,2015,,,,,
1317,220,0.001,3,3,0,0,1,0,1,4,1,0,0,5,2015,,,,,
1318,220,0.0001,3,0,0,0,1,0,1,4,1,0,0,5,2015,,,,,
1319,220,0.00001,NA,NA,NA,NA,1,0,1,4,1,0,0,5,2015,,,,,
1320,220,0.000001,NA,NA,NA,NA,1,0,1,4,1,0,0,5,2015,,,,,
1321,221,0.1,3,3,1,2,1,0,0,1,1,0,0,5,2015,,,,,
1322,221,0.01,3,3,0,0,1,0,0,1,1,0,0,5,2015,,,,,
1323,221,0.001,3,3,0,0,1,0,0,1,1,0,0,5,2015,,,,,
1324,221,0.0001,0,2,0,0,1,0,0,1,1,0,0,5,2015,,,,,
1325,221,0.00001,0,0,0,0,1,0,0,1,1,0,0,5,2015,,,,,
1326,221,0.000001,NA,NA,NA,NA,1,0,0,1,1,0,0,5,2015,,,,,
1327,222,0.1,3,3,0,2,1,0,0,2,1,0,0,5,2015,,,,,
1328,222,0.01,3,3,0,1,1,0,0,2,1,0,0,5,2015,,,,,
1329,222,0.001,2,2,0,0,1,0,0,2,1,0,0,5,2015,,,,,
1330,222,0.0001,0,1,0,0,1,0,0,2,1,0,0,5,2015,,,,,
1331,222,0.00001,1,0,0,0,1,0,0,2,1,0,0,5,2015,,,,,
1332,222,0.000001,NA,NA,NA,NA,1,0,0,2,1,0,0,5,2015,,,,,
1333,223,0.1,3,3,1,2,1,0,0,3,1,0,0,5,2015,,,,,
1334,223,0.01,3,3,0,1,1,0,0,3,1,0,0,5,2015,,,,,
1335,223,0.001,2,3,0,0,1,0,0,3,1,0,0,5,2015,,,,,
1336,223,0.0001,1,0,0,0,1,0,0,3,1,0,0,5,2015,,,,,
1337,223,0.00001,NA,NA,NA,NA,1,0,0,3,1,0,0,5,2015,,,,,
1338,223,0.000001,NA,NA,NA,NA,1,0,0,3,1,0,0,5,2015,,,,,
1339,224,0.1,3,3,2,3,1,0,0,4,1,0,0,5,2015,,,,,
1340,224,0.01,3,3,0,0,1,0,0,4,1,0,0,5,2015,,,,,
1341,224,0.001,3,3,0,0,1,0,0,4,1,0,0,5,2015,,,,,
1342,224,0.0001,3,0,0,0,1,0,0,4,1,0,0,5,2015,,,,,
1343,224,0.00001,1,0,0,0,1,0,0,4,1,0,0,5,2015,,,,,
1344,224,0.000001,NA,NA,NA,NA,1,0,0,4,1,0,0,5,2015,,,,,
1345,225,0.1,0,3,1,3,0,0,1,1,0,1,0,5,2015,,,,,
1346,225,0.01,0,2,0,0,0,0,1,1,0,1,0,5,2015,,,,,
1347,225,0.001,1,0,0,0,0,0,1,1,0,1,0,5,2015,,,,,
1348,225,0.0001,0,0,0,0,0,0,1,1,0,1,0,5,2015,,,,,
1349,225,0.00001,1,0,0,0,0,0,1,1,0,1,0,5,2015,,,,,
1350,225,0.000001,NA,NA,NA,NA,0,0,1,1,0,1,0,5,2015,,,,,
1351,226,0.1,0,3,0,3,0,0,1,2,0,1,0,5,2015,,,,,
1352,226,0.01,0,3,0,1,0,0,1,2,0,1,0,5,2015,,,,,
1353,226,0.001,0,0,0,0,0,0,1,2,0,1,0,5,2015,,,,,
1354,226,0.0001,0,0,0,0,0,0,1,2,0,1,0,5,2015,,,,,
1355,226,0.00001,NA,NA,NA,NA,0,0,1,2,0,1,0,5,2015,,,,,
1356,226,0.000001,NA,NA,NA,NA,0,0,1,2,0,1,0,5,2015,,,,,
1357,227,0.1,0,3,0,2,0,0,1,3,0,1,0,5,2015,,,,,
1358,227,0.01,0,1,0,0,0,0,1,3,0,1,0,5,2015,,,,,
1359,227,0.001,0,1,0,0,0,0,1,3,0,1,0,5,2015,,,,,
1360,227,0.0001,0,0,0,0,0,0,1,3,0,1,0,5,2015,,,,,
1361,227,0.00001,NA,NA,NA,NA,0,0,1,3,0,1,0,5,2015,,,,,
1362,227,0.000001,NA,NA,NA,NA,0,0,1,3,0,1,0,5,2015,,,,,
1363,228,0.1,0,3,0,2,0,0,1,4,0,1,0,5,2015,,,,,
1364,228,0.01,1,1,0,0,0,0,1,4,0,1,0,5,2015,,,,,
1365,228,0.001,0,0,0,0,0,0,1,4,0,1,0,5,2015,,,,,
1366,228,0.0001,NA,NA,NA,NA,0,0,1,4,0,1,0,5,2015,,,,,
1367,228,0.00001,NA,NA,NA,NA,0,0,1,4,0,1,0,5,2015,,,,,
1368,228,0.000001,NA,NA,NA,NA,0,0,1,4,0,1,0,5,2015,,,,,
1369,229,0.1,1,3,0,0,0,0,0,1,0,1,0,5,2015,,,,,
1370,229,0.01,0,3,1,0,0,0,0,1,0,1,0,5,2015,,,,,
1371,229,0.001,0,0,0,0,0,0,0,1,0,1,0,5,2015,,,,,
1372,229,0.0001,NA,NA,NA,NA,0,0,0,1,0,1,0,5,2015,,,,,
1373,229,0.00001,NA,NA,NA,NA,0,0,0,1,0,1,0,5,2015,,,,,
1374,229,0.000001,NA,NA,NA,NA,0,0,0,1,0,1,0,5,2015,,,,,
1375,230,0.1,0,3,2,3,0,0,0,2,0,1,0,5,2015,,,,,
1376,230,0.01,1,2,0,1,0,0,0,2,0,1,0,5,2015,,,,,
1377,230,0.001,0,1,0,0,0,0,0,2,0,1,0,5,2015,,,,,
1378,230,0.0001,NA,NA,NA,NA,0,0,0,2,0,1,0,5,2015,,,,,
1379,230,0.00001,NA,NA,NA,NA,0,0,0,2,0,1,0,5,2015,,,,,
1380,230,0.000001,NA,NA,NA,NA,0,0,0,2,0,1,0,5,2015,,,,,
1381,231,0.1,0,3,2,3,0,0,0,3,0,1,0,5,2015,,,,,
1382,231,0.01,0,3,1,1,0,0,0,3,0,1,0,5,2015,,,,,
1383,231,0.001,0,0,0,0,0,0,0,3,0,1,0,5,2015,,,,,
1384,231,0.0001,0,1,0,0,0,0,0,3,0,1,0,5,2015,,,,,
1385,231,0.00001,NA,NA,NA,NA,0,0,0,3,0,1,0,5,2015,,,,,
1386,231,0.000001,NA,NA,NA,NA,0,0,0,3,0,1,0,5,2015,,,,,
1387,232,0.1,NA,NA,NA,NA,0,0,0,4,0,1,0,5,2015,,,,,
1388,232,0.01,NA,NA,NA,NA,0,0,0,4,0,1,0,5,2015,,,,,
1389,232,0.001,NA,NA,NA,NA,0,0,0,4,0,1,0,5,2015,,,,,
1390,232,0.0001,NA,NA,NA,NA,0,0,0,4,0,1,0,5,2015,,,,,
1391,232,0.00001,NA,NA,NA,NA,0,0,0,4,0,1,0,5,2015,,,,,
1392,232,0.000001,NA,NA,NA,NA,0,0,0,4,0,1,0,5,2015,,,,,
1393,233,0.1,0,3,2,2,1,0,1,1,0,1,0,5,2015,,,,,
1394,233,0.01,0,3,0,0,1,0,1,1,0,1,0,5,2015,,,,,
1395,233,0.001,0,1,0,0,1,0,1,1,0,1,0,5,2015,,,,,
1396,233,0.0001,NA,NA,NA,NA,1,0,1,1,0,1,0,5,2015,,,,,
1397,233,0.00001,NA,NA,NA,NA,1,0,1,1,0,1,0,5,2015,,,,,
1398,233,0.000001,NA,NA,NA,NA,1,0,1,1,0,1,0,5,2015,,,,,
1399,234,0.1,0,3,0,1,1,0,1,2,0,1,0,5,2015,,,,,
1400,234,0.01,0,1,0,0,1,0,1,2,0,1,0,5,2015,,,,,
1401,234,0.001,0,1,0,0,1,0,1,2,0,1,0,5,2015,,,,,
1402,234,0.0001,0,0,0,0,1,0,1,2,0,1,0,5,2015,,,,,
1403,234,0.00001,NA,NA,NA,NA,1,0,1,2,0,1,0,5,2015,,,,,
1404,234,0.000001,NA,NA,NA,NA,1,0,1,2,0,1,0,5,2015,,,,,
1405,235,0.1,0,3,0,2,1,0,1,3,0,1,0,5,2015,,,,,
1406,235,0.01,0,2,0,0,1,0,1,3,0,1,0,5,2015,,,,,
1407,235,0.001,0,1,0,0,1,0,1,3,0,1,0,5,2015,,,,,
1408,235,0.0001,1,0,0,0,1,0,1,3,0,1,0,5,2015,,,,,
1409,235,0.00001,NA,NA,NA,NA,1,0,1,3,0,1,0,5,2015,,,,,
1410,235,0.000001,NA,NA,NA,NA,1,0,1,3,0,1,0,5,2015,,,,,
1411,236,0.1,0,3,0,0,1,0,1,4,0,1,0,5,2015,,,,,
1412,236,0.01,0,3,0,0,1,0,1,4,0,1,0,5,2015,,,,,
1413,236,0.001,0,0,0,0,1,0,1,4,0,1,0,5,2015,,,,,
1414,236,0.0001,0,0,0,0,1,0,1,4,0,1,0,5,2015,,,,,
1415,236,0.00001,NA,NA,NA,NA,1,0,1,4,0,1,0,5,2015,,,,,
1416,236,0.000001,NA,NA,NA,NA,1,0,1,4,0,1,0,5,2015,,,,,
1417,237,0.1,0,3,2,2,1,0,0,1,0,1,0,5,2015,,,,,
1418,237,0.01,0,2,1,1,1,0,0,1,0,1,0,5,2015,,,,,
1419,237,0.001,0,0,0,0,1,0,0,1,0,1,0,5,2015,,,,,
1420,237,0.0001,NA,NA,NA,NA,1,0,0,1,0,1,0,5,2015,,,,,
1421,237,0.00001,NA,NA,NA,NA,1,0,0,1,0,1,0,5,2015,,,,,
1422,237,0.000001,NA,NA,NA,NA,1,0,0,1,0,1,0,5,2015,,,,,
1423,238,0.1,0,3,0,0,1,0,0,2,0,1,0,5,2015,,,,,
1424,238,0.01,0,0,0,0,1,0,0,2,0,1,0,5,2015,,,,,
1425,238,0.001,0,0,0,0,1,0,0,2,0,1,0,5,2015,,,,,
1426,238,0.0001,NA,NA,NA,NA,1,0,0,2,0,1,0,5,2015,,,,,
1427,238,0.00001,NA,NA,NA,NA,1,0,0,2,0,1,0,5,2015,,,,,
1428,238,0.000001,NA,NA,NA,NA,1,0,0,2,0,1,0,5,2015,,,,,
1429,239,0.1,0,3,0,1,1,0,0,3,0,1,0,5,2015,,,,,
1430,239,0.01,0,2,0,0,1,0,0,3,0,1,0,5,2015,,,,,
1431,239,0.001,0,0,0,0,1,0,0,3,0,1,0,5,2015,,,,,
1432,239,0.0001,NA,NA,NA,NA,1,0,0,3,0,1,0,5,2015,,,,,
1433,239,0.00001,NA,NA,NA,NA,1,0,0,3,0,1,0,5,2015,,,,,
1434,239,0.000001,NA,NA,NA,NA,1,0,0,3,0,1,0,5,2015,,,,,
1435,240,0.1,0,3,3,3,1,0,0,4,0,1,0,5,2015,,,,,
1436,240,0.01,0,1,0,0,1,0,0,4,0,1,0,5,2015,,,,,
1437,240,0.001,0,1,0,0,1,0,0,4,0,1,0,5,2015,,,,,
1438,240,0.0001,0,2,0,0,1,0,0,4,0,1,0,5,2015,,,,,
1439,240,0.00001,NA,NA,NA,NA,1,0,0,4,0,1,0,5,2015,,,,,
1440,240,0.000001,NA,NA,NA,NA,1,0,0,4,0,1,0,5,2015,,,,,
1441,241,0.1,NA,NA,NA,NA,0,0,1,1,0,0,0,1,2015,,,,,
1442,241,0.01,NA,NA,NA,NA,0,0,1,1,0,0,0,1,2015,,,,,
1443,241,0.001,NA,NA,NA,NA,0,0,1,1,0,0,0,1,2015,,,,,
1444,241,0.1,NA,NA,NA,NA,0,0,1,2,0,0,0,1,2015,,,,,
1445,242,0.01,NA,NA,NA,NA,0,0,1,2,0,0,0,1,2015,,,,,
1446,242,0.001,NA,NA,NA,NA,0,0,1,2,0,0,0,1,2015,,,,,
1447,242,0.1,NA,NA,NA,NA,0,0,1,3,0,0,0,1,2015,,,,,
1448,242,0.01,NA,NA,NA,NA,0,0,1,3,0,0,0,1,2015,,,,,
1449,243,0.001,NA,NA,NA,NA,0,0,1,3,0,0,0,1,2015,,,,,
1450,243,0.1,NA,NA,NA,NA,0,0,1,4,0,0,0,1,2015,,,,,
1451,243,0.01,NA,NA,NA,NA,0,0,1,4,0,0,0,1,2015,,,,,
1452,243,0.001,NA,NA,NA,NA,0,0,1,4,0,0,0,1,2015,,,,,
1453,244,0.1,NA,NA,NA,NA,0,0,0,1,0,0,0,1,2015,,,,,
1454,244,0.01,NA,NA,NA,NA,0,0,0,1,0,0,0,1,2015,,,,,
1455,244,0.001,NA,NA,NA,NA,0,0,0,1,0,0,0,1,2015,,,,,
1456,244,0.1,NA,NA,NA,NA,0,0,0,2,0,0,0,1,2015,,,,,
1457,245,0.01,NA,NA,NA,NA,0,0,0,2,0,0,0,1,2015,,,,,
1458,245,0.001,NA,NA,NA,NA,0,0,0,2,0,0,0,1,2015,,,,,
1459,245,0.1,NA,NA,NA,NA,0,0,0,3,0,0,0,1,2015,,,,,
1460,245,0.01,NA,NA,NA,NA,0,0,0,3,0,0,0,1,2015,,,,,
1461,246,0.001,NA,NA,NA,NA,0,0,0,3,0,0,0,1,2015,,,,,
1462,246,0.1,NA,NA,NA,NA,0,0,0,4,0,0,0,1,2015,,,,,
1463,246,0.01,NA,NA,NA,NA,0,0,0,4,0,0,0,1,2015,,,,,
1464,246,0.001,NA,NA,NA,NA,0,0,0,4,0,0,0,1,2015,,,,,
1465,247,0.1,NA,NA,NA,NA,1,0,1,1,0,0,0,1,2015,,,,,
1466,247,0.01,NA,NA,NA,NA,1,0,1,1,0,0,0,1,2015,,,,,
1467,247,0.001,NA,NA,NA,NA,1,0,1,1,0,0,0,1,2015,,,,,
1468,247,0.1,NA,NA,NA,NA,1,0,1,2,0,0,0,1,2015,,,,,
1469,248,0.01,NA,NA,NA,NA,1,0,1,2,0,0,0,1,2015,,,,,
1470,248,0.001,NA,NA,NA,NA,1,0,1,2,0,0,0,1,2015,,,,,
1471,248,0.1,NA,NA,NA,NA,1,0,1,3,0,0,0,1,2015,,,,,
1472,248,0.01,NA,NA,NA,NA,1,0,1,3,0,0,0,1,2015,,,,,
1473,249,0.001,NA,NA,NA,NA,1,0,1,3,0,0,0,1,2015,,,,,
1474,249,0.1,NA,NA,NA,NA,1,0,1,4,0,0,0,1,2015,,,,,
1475,249,0.01,NA,NA,NA,NA,1,0,1,4,0,0,0,1,2015,,,,,
1476,249,0.001,NA,NA,NA,NA,1,0,1,4,0,0,0,1,2015,,,,,
1477,250,0.1,NA,NA,NA,NA,1,0,0,1,0,0,0,1,2015,,,,,
1478,250,0.01,NA,NA,NA,NA,1,0,0,1,0,0,0,1,2015,,,,,
1479,250,0.001,NA,NA,NA,NA,1,0,0,1,0,0,0,1,2015,,,,,
1480,250,0.1,NA,NA,NA,NA,1,0,0,2,0,0,0,1,2015,,,,,
1481,251,0.01,NA,NA,NA,NA,1,0,0,2,0,0,0,1,2015,,,,,
1482,251,0.001,NA,NA,NA,NA,1,0,0,2,0,0,0,1,2015,,,,,
1483,251,0.1,NA,NA,NA,NA,1,0,0,3,0,0,0,1,2015,,,,,
1484,251,0.01,NA,NA,NA,NA,1,0,0,3,0,0,0,1,2015,,,,,
1485,252,0.001,NA,NA,NA,NA,1,0,0,3,0,0,0,1,2015,,,,,
1486,252,0.1,NA,NA,NA,NA,1,0,0,4,0,0,0,1,2015,,,,,
1487,252,0.01,NA,NA,NA,NA,1,0,0,4,0,0,0,1,2015,,,,,
1488,252,0.001,NA,NA,NA,NA,1,0,0,4,0,0,0,1,2015,,,,,
1489,253,0.1,NA,3,2,0,0,0,1,1,1,0,0,1,2015,,,,,
1490,253,0.01,NA,3,0,0,0,0,1,1,1,0,0,1,2015,,,,,
1491,253,0.001,NA,3,0,0,0,0,1,1,1,0,0,1,2015,,,,,
1492,253,0.1,NA,3,1,2,0,0,1,2,1,0,0,1,2015,,,,,
1493,254,0.01,NA,3,0,0,0,0,1,2,1,0,0,1,2015,,,,,
1494,254,0.001,NA,3,0,0,0,0,1,2,1,0,0,1,2015,,,,,
1495,254,0.1,NA,3,0,2,0,0,1,3,1,0,0,1,2015,,,,,
1496,254,0.01,NA,3,0,0,0,0,1,3,1,0,0,1,2015,,,,,
1497,255,0.001,NA,3,0,0,0,0,1,3,1,0,0,1,2015,,,,,
1498,255,0.1,NA,3,1,0,0,0,1,4,1,0,0,1,2015,,,,,
1499,255,0.01,NA,3,0,0,0,0,1,4,1,0,0,1,2015,,,,,
1500,255,0.001,NA,2,0,0,0,0,1,4,1,0,0,1,2015,,,,,
1501,256,0.1,NA,3,2,3,0,0,0,1,1,0,0,1,2015,,,,,
1502,256,0.01,NA,3,1,0,0,0,0,1,1,0,0,1,2015,,,,,
1503,256,0.001,NA,3,0,0,0,0,0,1,1,0,0,1,2015,,,,,
1504,256,0.1,NA,3,2,1,0,0,0,2,1,0,0,1,2015,,,,,
1505,257,0.01,NA,3,0,0,0,0,0,2,1,0,0,1,2015,,,,,
1506,257,0.001,NA,3,0,0,0,0,0,2,1,0,0,1,2015,,,,,
1507,257,0.1,NA,3,2,3,0,0,0,3,1,0,0,1,2015,,,,,
1508,257,0.01,NA,3,0,1,0,0,0,3,1,0,0,1,2015,,,,,
