fid,samp,mass,vv,tlh,tdh,trh,t2,tmax,intertidal,replicate,mod,hi,NJ,m,year,,,,,
4415,815,0.00001,0,0,0,0,0,0,0,3,0,1,0,2,2016,,,,,
4416,816,0.1,0,3,3,3,0,0,0,2,0,1,0,2,2016,,,,,
4417,816,0.01,0,3,1,1,0,0,0,2,0,1,0,2,2016,,,,,
4418,816,0.001,0,1,0,0,0,0,0,2,0,1,0,2,2016,,,,,
4419,816,0.0001,0,0,0,0,0,0,0,2,0,1,0,2,2016,,,,,
4420,816,0.00001,0,0,0,0,0,0,0,2,0,1,0,2,2016,,,,,
4421,817,0.1,0,3,1,2,0,0,1,1,0,1,0,2,2016,,,,,
4422,817,0.01,0,3,1,1,0,0,1,1,0,1,0,2,2016,,,,,
4423,817,0.001,0,3,0,0,0,0,1,1,0,1,0,2,2016,,,,,
4424,817,0.0001,0,0,0,0,0,0,1,1,0,1,0,2,2016,,,,,
4425,817,0.00001,0,0,0,0,0,0,1,1,0,1,0,2,2016,,,,,
4426,818,0.1,0,3,0,3,0,0,1,2,0,1,0,2,2016,,,,,
4427,818,0.01,0,3,0,0,0,0,1,2,0,1,0,2,2016,,,,,
4428,818,0.001,0,2,0,0,0,0,1,2,0,1,0,2,2016,,,,,
4429,818,0.0001,0,0,0,0,0,0,1,2,0,1,0,2,2016,,,,,
4430,818,0.00001,0,0,0,0,0,0,1,2,0,1,0,2,2016,,,,,
4431,819,0.1,0,3,1,1,0,0,1,3,0,1,0,2,2016,,,,,
4432,819,0.01,0,3,2,2,0,0,1,3,0,1,0,2,2016,,,,,
4433,819,0.001,0,1,0,0,0,0,1,3,0,1,0,2,2016,,,,,
4434,819,0.0001,0,0,0,0,0,0,1,3,0,1,0,2,2016,,,,,
4435,819,0.00001,0,0,0,0,0,0,1,3,0,1,0,2,2016,,,,,
4436,820,0.1,2,3,0,2,0,0,1,2,0,1,0,2,2016,,,,,
4437,820,0.01,0,3,0,0,0,0,1,2,0,1,0,2,2016,,,,,
4438,820,0.001,0,1,0,0,0,0,1,2,0,1,0,2,2016,,,,,
4439,820,0.0001,0,1,0,0,0,0,1,2,0,1,0,2,2016,,,,,
4440,820,0.00001,0,1,0,0,0,0,1,2,0,1,0,2,2016,,,,,
4441,821,0.1,1,3,3,3,1,0,0,1,0,1,0,2,2016,,,,,
4442,821,0.01,0,3,0,0,1,0,0,1,0,1,0,2,2016,,,,,
4443,821,0.001,1,0,0,0,1,0,0,1,0,1,0,2,2016,,,,,
4444,821,0.0001,0,0,0,0,1,0,0,1,0,1,0,2,2016,,,,,
4445,821,0.00001,1,0,0,0,1,0,0,1,0,1,0,2,2016,,,,,
4446,822,0.1,0,3,2,2,1,0,0,2,0,1,0,2,2016,,,,,
4447,822,0.01,0,3,2,2,1,0,0,2,0,1,0,2,2016,,,,,
4448,822,0.001,0,0,0,0,1,0,0,2,0,1,0,2,2016,,,,,
4449,822,0.0001,0,1,0,0,1,0,0,2,0,1,0,2,2016,,,,,
4450,822,0.00001,0,0,0,0,1,0,0,2,0,1,0,2,2016,,,,,
4451,823,0.1,0,3,2,2,1,0,0,3,0,1,0,2,2016,,,,,
4452,823,0.01,0,3,0,0,1,0,0,3,0,1,0,2,2016,,,,,
4453,823,0.001,0,2,0,0,1,0,0,3,0,1,0,2,2016,,,,,
4454,823,0.0001,0,3,0,0,1,0,0,3,0,1,0,2,2016,,,,,
4455,823,0.00001,0,1,0,0,1,0,0,3,0,1,0,2,2016,,,,,
4456,824,0.1,0,3,0,0,1,0,0,2,0,1,0,2,2016,,,,,
4457,824,0.01,0,3,1,1,1,0,0,2,0,1,0,2,2016,,,,,
4458,824,0.001,0,1,0,0,1,0,0,2,0,1,0,2,2016,,,,,
4459,824,0.0001,0,0,0,0,1,0,0,2,0,1,0,2,2016,,,,,
4460,824,0.00001,0,0,0,0,1,0,0,2,0,1,0,2,2016,,,,,
4461,825,0.1,0,3,2,3,1,0,1,1,0,1,0,2,2016,,,,,
4462,825,0.01,0,3,0,0,1,0,1,1,0,1,0,2,2016,,,,,
4463,825,0.001,0,3,0,0,1,0,1,1,0,1,0,2,2016,,,,,
4464,825,0.0001,0,0,0,0,1,0,1,1,0,1,0,2,2016,,,,,
4465,825,0.00001,0,0,0,0,1,0,1,1,0,1,0,2,2016,,,,,
4466,826,0.1,0,3,2,2,1,0,1,2,0,1,0,2,2016,,,,,
4467,826,0.01,1,3,1,1,1,0,1,2,0,1,0,2,2016,,,,,
4468,826,0.001,0,2,0,0,1,0,1,2,0,1,0,2,2016,,,,,
4469,826,0.0001,0,0,0,0,1,0,1,2,0,1,0,2,2016,,,,,
4470,826,0.00001,0,0,0,0,1,0,1,2,0,1,0,2,2016,,,,,
4471,827,0.1,0,3,0,0,1,0,1,3,0,1,0,2,2016,,,,,
4472,827,0.01,0,3,0,0,1,0,1,3,0,1,0,2,2016,,,,,
4473,827,0.001,0,2,0,0,1,0,1,3,0,1,0,2,2016,,,,,
4474,827,0.0001,0,1,0,0,1,0,1,3,0,1,0,2,2016,,,,,
4475,827,0.00001,0,0,0,0,1,0,1,3,0,1,0,2,2016,,,,,
4476,828,0.1,2,3,3,3,1,0,1,2,0,1,0,2,2016,,,,,
4477,828,0.01,0,3,0,0,1,0,1,2,0,1,0,2,2016,,,,,
4478,828,0.001,0,1,0,0,1,0,1,2,0,1,0,2,2016,,,,,
4479,828,0.0001,0,0,0,0,1,0,1,2,0,1,0,2,2016,,,,,
4480,828,0.00001,0,1,0,0,1,0,1,2,0,1,0,2,2016,,,,,
4481,829,0.1,3,3,3,3,0,0,0,1,0,0,0,3,2016,,,,,
4482,829,0.01,3,3,2,2,0,0,0,1,0,0,0,3,2016,,,,,
4483,829,0.001,3,3,0,0,0,0,0,1,0,0,0,3,2016,,,,,
4484,829,0.0001,3,3,0,0,0,0,0,1,0,0,0,3,2016,,,,,
4485,829,0.00001,1,0,0,0,0,0,0,1,0,0,0,3,2016,,,,,
4486,830,0.1,3,3,3,3,0,0,0,2,0,0,0,3,2016,,,,,
4487,830,0.01,3,3,3,3,0,0,0,2,0,0,0,3,2016,,,,,
4488,830,0.001,3,3,1,1,0,0,0,2,0,0,0,3,2016,,,,,
4489,830,0.0001,3,2,0,0,0,0,0,2,0,0,0,3,2016,,,,,
4490,830,0.00001,3,0,0,0,0,0,0,2,0,0,0,3,2016,,,,,
4491,831,0.1,3,3,3,3,0,0,0,3,0,0,0,3,2016,,,,,
4492,831,0.01,3,3,3,3,0,0,0,3,0,0,0,3,2016,,,,,
4493,831,0.001,3,3,1,1,0,0,0,3,0,0,0,3,2016,,,,,
4494,831,0.0001,3,3,0,0,0,0,0,3,0,0,0,3,2016,,,,,
4495,831,0.00001,3,0,0,0,0,0,0,3,0,0,0,3,2016,,,,,
4496,832,0.1,3,3,3,3,0,0,0,2,0,0,0,3,2016,,,,,
4497,832,0.01,3,3,3,3,0,0,0,2,0,0,0,3,2016,,,,,
4498,832,0.001,3,3,1,1,0,0,0,2,0,0,0,3,2016,,,,,
4499,832,0.0001,3,3,0,0,0,0,0,2,0,0,0,3,2016,,,,,
4500,832,0.00001,3,2,0,0,0,0,0,2,0,0,0,3,2016,,,,,
4501,833,0.1,3,3,3,3,0,0,1,1,0,0,0,3,2016,,,,,
4502,833,0.01,3,3,2,2,0,0,1,1,0,0,0,3,2016,,,,,
4503,833,0.001,3,3,1,1,0,0,1,1,0,0,0,3,2016,,,,,
4504,833,0.0001,3,3,0,0,0,0,1,1,0,0,0,3,2016,,,,,
4505,833,0.00001,2,1,0,0,0,0,1,1,0,0,0,3,2016,,,,,
4506,834,0.1,3,3,3,3,0,0,1,2,0,0,0,3,2016,,,,,
4507,834,0.01,3,3,3,3,0,0,1,2,0,0,0,3,2016,,,,,
4508,834,0.001,3,3,1,1,0,0,1,2,0,0,0,3,2016,,,,,
4509,834,0.0001,3,3,0,0,0,0,1,2,0,0,0,3,2016,,,,,
4510,834,0.00001,3,3,0,0,0,0,1,2,0,0,0,3,2016,,,,,
4511,835,0.1,3,3,3,3,0,0,1,3,0,0,0,3,2016,,,,,
4512,835,0.01,3,3,1,1,0,0,1,3,0,0,0,3,2016,,,,,
4513,835,0.001,3,3,0,0,0,0,1,3,0,0,0,3,2016,,,,,
4514,835,0.0001,3,1,0,0,0,0,1,3,0,0,0,3,2016,,,,,
4515,835,0.00001,2,0,0,0,0,0,1,3,0,0,0,3,2016,,,,,
4516,836,0.1,3,3,3,3,0,0,1,2,0,0,0,3,2016,,,,,
4517,836,0.01,3,3,3,3,0,0,1,2,0,0,0,3,2016,,,,,
4518,836,0.001,3,3,1,1,0,0,1,2,0,0,0,3,2016,,,,,
4519,836,0.0001,3,3,0,0,0,0,1,2,0,0,0,3,2016,,,,,
4520,836,0.00001,3,1,0,0,0,0,1,2,0,0,0,3,2016,,,,,
4521,837,0.1,3,3,3,3,1,0,0,1,0,0,0,3,2016,,,,,
4522,837,0.01,3,3,3,3,1,0,0,1,0,0,0,3,2016,,,,,
4523,837,0.001,3,3,3,3,1,0,0,1,0,0,0,3,2016,,,,,
4524,837,0.0001,3,3,1,1,1,0,0,1,0,0,0,3,2016,,,,,
4525,837,0.00001,3,2,0,0,1,0,0,1,0,0,0,3,2016,,,,,
4526,838,0.1,3,3,3,3,1,0,0,2,0,0,0,3,2016,,,,,
4527,838,0.01,3,3,3,3,1,0,0,2,0,0,0,3,2016,,,,,
4528,838,0.001,3,3,1,1,1,0,0,2,0,0,0,3,2016,,,,,
4529,838,0.0001,3,3,0,0,1,0,0,2,0,0,0,3,2016,,,,,
4530,838,0.00001,3,0,0,0,1,0,0,2,0,0,0,3,2016,,,,,
4531,839,0.1,3,3,3,3,1,0,0,3,0,0,0,3,2016,,,,,
4532,839,0.01,3,3,2,2,1,0,0,3,0,0,0,3,2016,,,,,
4533,839,0.001,3,3,0,0,1,0,0,3,0,0,0,3,2016,,,,,
4534,839,0.0001,3,2,0,0,1,0,0,3,0,0,0,3,2016,,,,,
4535,839,0.00001,3,0,0,0,1,0,0,3,0,0,0,3,2016,,,,,
4536,840,0.1,3,3,3,3,1,0,0,2,0,0,0,3,2016,,,,,
4537,840,0.01,3,3,3,3,1,0,0,2,0,0,0,3,2016,,,,,
4538,840,0.001,3,3,3,3,1,0,0,2,0,0,0,3,2016,,,,,
4539,840,0.0001,3,3,1,1,1,0,0,2,0,0,0,3,2016,,,,,
4540,840,0.00001,3,3,0,0,1,0,0,2,0,0,0,3,2016,,,,,
4541,841,0.1,3,3,3,3,1,0,1,1,0,0,0,3,2016,,,,,
4542,841,0.01,3,3,3,3,1,0,1,1,0,0,0,3,2016,,,,,
4543,841,0.001,3,3,1,1,1,0,1,1,0,0,0,3,2016,,,,,
4544,841,0.0001,3,3,0,0,1,0,1,1,0,0,0,3,2016,,,,,
4545,841,0.00001,3,0,0,0,1,0,1,1,0,0,0,3,2016,,,,,
4546,842,0.1,3,3,3,3,1,0,1,2,0,0,0,3,2016,,,,,
4547,842,0.01,3,3,3,2,1,0,1,2,0,0,0,3,2016,,,,,
4548,842,0.001,3,3,3,0,1,0,1,2,0,0,0,3,2016,,,,,
4549,842,0.0001,3,3,0,0,1,0,1,2,0,0,0,3,2016,,,,,
4550,842,0.00001,3,2,0,0,1,0,1,2,0,0,0,3,2016,,,,,
4551,843,0.1,3,3,3,3,1,0,1,3,0,0,0,3,2016,,,,,
4552,843,0.01,3,3,3,3,1,0,1,3,0,0,0,3,2016,,,,,
4553,843,0.001,3,3,1,0,1,0,1,3,0,0,0,3,2016,,,,,
4554,843,0.0001,3,3,0,0,1,0,1,3,0,0,0,3,2016,,,,,
4555,843,0.00001,3,3,0,0,1,0,1,3,0,0,0,3,2016,,,,,
4556,844,0.1,3,3,3,3,1,0,1,2,0,0,0,3,2016,,,,,
4557,844,0.01,3,3,3,3,1,0,1,2,0,0,0,3,2016,,,,,
4558,844,0.001,3,3,3,3,1,0,1,2,0,0,0,3,2016,,,,,
4559,844,0.0001,3,3,0,0,1,0,1,2,0,0,0,3,2016,,,,,
4560,844,0.00001,3,2,0,0,1,0,1,2,0,0,0,3,2016,,,,,
4561,845,0.1,3,3,3,3,0,0,0,1,1,0,0,3,2016,,,,,
4562,845,0.01,3,3,3,3,0,0,0,1,1,0,0,3,2016,,,,,
4563,845,0.001,3,3,1,1,0,0,0,1,1,0,0,3,2016,,,,,
4564,845,0.0001,0,3,1,1,0,0,0,1,1,0,0,3,2016,,,,,
4565,845,0.00001,0,0,0,0,0,0,0,1,1,0,0,3,2016,,,,,
4566,846,0.1,3,3,3,3,0,0,0,2,1,0,0,3,2016,,,,,
4567,846,0.01,3,3,3,3,0,0,0,2,1,0,0,3,2016,,,,,
4568,846,0.001,3,3,0,0,0,0,0,2,1,0,0,3,2016,,,,,
4569,846,0.0001,0,3,0,0,0,0,0,2,1,0,0,3,2016,,,,,
4570,846,0.00001,0,1,0,0,0,0,0,2,1,0,0,3,2016,,,,,
4571,847,0.1,3,3,2,2,0,0,0,3,1,0,0,3,2016,,,,,
4572,847,0.01,3,3,2,2,0,0,0,3,1,0,0,3,2016,,,,,
4573,847,0.001,3,3,0,0,0,0,0,3,1,0,0,3,2016,,,,,
4574,847,0.0001,1,3,0,0,0,0,0,3,1,0,0,3,2016,,,,,
4575,847,0.00001,0,1,0,0,0,0,0,3,1,0,0,3,2016,,,,,
4576,848,0.1,3,3,3,3,0,0,0,2,1,0,0,3,2016,,,,,
4577,848,0.01,3,3,3,3,0,0,0,2,1,0,0,3,2016,,,,,
4578,848,0.001,3,3,3,3,0,0,0,2,1,0,0,3,2016,,,,,
4579,848,0.0001,1,3,0,0,0,0,0,2,1,0,0,3,2016,,,,,
4580,848,0.00001,0,2,0,0,0,0,0,2,1,0,0,3,2016,,,,,
4581,849,0.1,3,3,3,3,0,0,1,1,1,0,0,3,2016,,,,,
4582,849,0.01,3,3,3,3,0,0,1,1,1,0,0,3,2016,,,,,
4583,849,0.001,3,3,1,1,0,0,1,1,1,0,0,3,2016,,,,,
4584,849,0.0001,1,3,2,2,0,0,1,1,1,0,0,3,2016,,,,,
4585,849,0.00001,0,3,0,0,0,0,1,1,1,0,0,3,2016,,,,,
4586,850,0.1,3,3,3,3,0,0,1,2,1,0,0,3,2016,,,,,
4587,850,0.01,3,3,3,3,0,0,1,2,1,0,0,3,2016,,,,,
4588,850,0.001,3,3,1,1,0,0,1,2,1,0,0,3,2016,,,,,
4589,850,0.0001,0,3,0,0,0,0,1,2,1,0,0,3,2016,,,,,
4590,850,0.00001,0,0,0,0,0,0,1,2,1,0,0,3,2016,,,,,
4591,851,0.1,3,3,3,3,0,0,1,3,1,0,0,3,2016,,,,,
4592,851,0.01,3,3,3,3,0,0,1,3,1,0,0,3,2016,,,,,
4593,851,0.001,3,3,0,0,0,0,1,3,1,0,0,3,2016,,,,,
4594,851,0.0001,2,3,0,0,0,0,1,3,1,0,0,3,2016,,,,,
4595,851,0.00001,0,2,0,0,0,0,1,3,1,0,0,3,2016,,,,,
4596,852,0.1,3,3,3,3,0,0,1,2,1,0,0,3,2016,,,,,
4597,852,0.01,3,3,3,3,0,0,1,2,1,0,0,3,2016,,,,,
4598,852,0.001,2,3,2,2,0,0,1,2,1,0,0,3,2016,,,,,
4599,852,0.0001,1,2,0,0,0,0,1,2,1,0,0,3,2016,,,,,
4600,852,0.00001,0,2,0,0,0,0,1,2,1,0,0,3,2016,,,,,
4601,853,0.1,3,3,3,3,1,0,0,1,1,0,0,3,2016,,,,,
4602,853,0.01,3,3,3,3,1,0,0,1,1,0,0,3,2016,,,,,
4603,853,0.001,3,3,3,3,1,0,0,1,1,0,0,3,2016,,,,,
4604,853,0.0001,3,3,3,3,1,0,0,1,1,0,0,3,2016,,,,,
4605,853,0.00001,2,3,0,0,1,0,0,1,1,0,0,3,2016,,,,,
4606,854,0.1,3,3,3,3,1,0,0,2,1,0,0,3,2016,,,,,
4607,854,0.01,3,3,3,3,1,0,0,2,1,0,0,3,2016,,,,,
4608,854,0.001,3,3,3,3,1,0,0,2,1,0,0,3,2016,,,,,
4609,854,0.0001,3,3,3,3,1,0,0,2,1,0,0,3,2016,,,,,
4610,854,0.00001,3,3,3,3,1,0,0,2,1,0,0,3,2016,,,,,
4611,855,0.1,3,3,3,3,1,0,0,3,1,0,0,3,2016,,,,,
4612,855,0.01,3,3,3,3,1,0,0,3,1,0,0,3,2016,,,,,
4613,855,0.001,3,3,3,2,1,0,0,3,1,0,0,3,2016,,,,,
4614,855,0.0001,3,3,3,3,1,0,0,3,1,0,0,3,2016,,,,,
4615,855,0.00001,3,3,2,2,1,0,0,3,1,0,0,3,2016,,,,,
4616,856,0.1,3,3,3,3,1,0,0,2,1,0,0,3,2016,,,,,
4617,856,0.01,3,3,3,3,1,0,0,2,1,0,0,3,2016,,,,,
4618,856,0.001,3,3,3,3,1,0,0,2,1,0,0,3,2016,,,,,
4619,856,0.0001,3,3,3,3,1,0,0,2,1,0,0,3,2016,,,,,
4620,856,0.00001,3,3,1,1,1,0,0,2,1,0,0,3,2016,,,,,
4621,857,0.1,3,3,3,3,1,0,1,1,1,0,0,3,2016,,,,,
4622,857,0.01,3,3,3,3,1,0,1,1,1,0,0,3,2016,,,,,
4623,857,0.001,3,3,3,3,1,0,1,1,1,0,0,3,2016,,,,,
4624,857,0.0001,3,3,3,3,1,0,1,1,1,0,0,3,2016,,,,,
4625,857,0.00001,3,3,3,3,1,0,1,1,1,0,0,3,2016,,,,,
4626,858,0.1,3,3,3,3,1,0,1,2,1,0,0,3,2016,,,,,
4627,858,0.01,3,3,3,3,1,0,1,2,1,0,0,3,2016,,,,,
4628,858,0.001,3,3,3,3,1,0,1,2,1,0,0,3,2016,,,,,
4629,858,0.0001,3,3,3,3,1,0,1,2,1,0,0,3,2016,,,,,
4630,858,0.00001,3,3,3,3,1,0,1,2,1,0,0,3,2016,,,,,
4631,859,0.1,3,3,3,3,1,0,1,3,1,0,0,3,2016,,,,,
4632,859,0.01,3,3,3,3,1,0,1,3,1,0,0,3,2016,,,,,
4633,859,0.001,3,3,3,3,1,0,1,3,1,0,0,3,2016,,,,,
4634,859,0.0001,3,3,3,3,1,0,1,3,1,0,0,3,2016,,,,,
4635,859,0.00001,3,3,2,2,1,0,1,3,1,0,0,3,2016,,,,,
4636,860,0.1,3,3,3,3,1,0,1,2,1,0,0,3,2016,,,,,
4637,860,0.01,3,3,3,3,1,0,1,2,1,0,0,3,2016,,,,,
4638,860,0.001,3,3,3,3,1,0,1,2,1,0,0,3,2016,,,,,
4639,860,0.0001,3,3,3,3,1,0,1,2,1,0,0,3,2016,,,,,
4640,860,0.00001,3,3,1,2,1,0,1,2,1,0,0,3,2016,,,,,
4641,861,0.1,3,3,3,3,0,1,0,1,1,0,0,3,2016,,,,,
4642,861,0.01,3,3,3,3,0,1,0,1,1,0,0,3,2016,,,,,
4643,861,0.001,3,3,3,3,0,1,0,1,1,0,0,3,2016,,,,,
4644,861,0.0001,3,3,3,3,0,1,0,1,1,0,0,3,2016,,,,,
4645,861,0.00001,3,3,2,2,0,1,0,1,1,0,0,3,2016,,,,,
4646,862,0.1,3,3,3,3,0,1,0,2,1,0,0,3,2016,,,,,
4647,862,0.01,3,3,3,3,0,1,0,2,1,0,0,3,2016,,,,,
4648,862,0.001,3,3,3,3,0,1,0,2,1,0,0,3,2016,,,,,
4649,862,0.0001,3,3,3,3,0,1,0,2,1,0,0,3,2016,,,,,
4650,862,0.00001,1,3,1,0,0,1,0,2,1,0,0,3,2016,,,,,
4651,863,0.1,NA,NA,NA,NA,0,1,0,3,1,0,0,3,2016,,,,,
4652,863,0.01,NA,NA,NA,NA,0,1,0,3,1,0,0,3,2016,,,,,
4653,863,0.001,NA,NA,NA,NA,0,1,0,3,1,0,0,3,2016,,,,,
4654,863,0.0001,NA,NA,NA,NA,0,1,0,3,1,0,0,3,2016,,,,,
4655,863,0.00001,NA,NA,NA,NA,0,1,0,3,1,0,0,3,2016,,,,,
4656,864,0.1,NA,NA,NA,NA,0,1,0,2,1,0,0,3,2016,,,,,
4657,864,0.01,NA,NA,NA,NA,0,1,0,2,1,0,0,3,2016,,,,,
4658,864,0.001,NA,NA,NA,NA,0,1,0,2,1,0,0,3,2016,,,,,
4659,864,0.0001,NA,NA,NA,NA,0,1,0,2,1,0,0,3,2016,,,,,
4660,864,0.00001,NA,NA,NA,NA,0,1,0,2,1,0,0,3,2016,,,,,
4661,865,0.1,3,3,3,3,0,1,1,1,1,0,0,3,2016,,,,,
4662,865,0.01,3,3,3,3,0,1,1,1,1,0,0,3,2016,,,,,
4663,865,0.001,3,3,3,3,0,1,1,1,1,0,0,3,2016,,,,,
4664,865,0.0001,3,3,3,3,0,1,1,1,1,0,0,3,2016,,,,,
4665,865,0.00001,3,3,2,0,0,1,1,1,1,0,0,3,2016,,,,,
4666,866,0.1,3,3,3,3,0,1,1,2,1,0,0,3,2016,,,,,
4667,866,0.01,3,3,3,3,0,1,1,2,1,0,0,3,2016,,,,,
4668,866,0.001,3,3,3,3,0,1,1,2,1,0,0,3,2016,,,,,
4669,866,0.0001,3,3,3,3,0,1,1,2,1,0,0,3,2016,,,,,
4670,866,0.00001,3,3,3,3,0,1,1,2,1,0,0,3,2016,,,,,
4671,867,0.1,3,3,3,3,0,1,1,3,1,0,0,3,2016,,,,,
4672,867,0.01,3,3,3,3,0,1,1,3,1,0,0,3,2016,,,,,
4673,867,0.001,3,3,3,3,0,1,1,3,1,0,0,3,2016,,,,,
4674,867,0.0001,3,3,3,3,0,1,1,3,1,0,0,3,2016,,,,,
4675,867,0.00001,3,3,3,3,0,1,1,3,1,0,0,3,2016,,,,,
4676,868,0.1,3,3,3,3,0,1,1,2,1,0,0,3,2016,,,,,
4677,868,0.01,3,3,3,3,0,1,1,2,1,0,0,3,2016,,,,,
4678,868,0.001,3,3,3,3,0,1,1,2,1,0,0,3,2016,,,,,
4679,868,0.0001,3,3,3,2,0,1,1,2,1,0,0,3,2016,,,,,
4680,868,0.00001,3,3,3,3,0,1,1,2,1,0,0,3,2016,,,,,
4681,869,0.1,1,3,1,1,0,0,0,1,0,1,0,3,2016,,,,,
4682,869,0.01,0,3,0,1,0,0,0,1,0,1,0,3,2016,,,,,
4683,869,0.001,0,3,0,0,0,0,0,1,0,1,0,3,2016,,,,,
4684,869,0.0001,0,1,0,0,0,0,0,1,0,1,0,3,2016,,,,,
4685,869,0.00001,0,0,0,0,0,0,0,1,0,1,0,3,2016,,,,,
4686,870,0.1,1,3,1,3,0,0,0,2,0,1,0,3,2016,,,,,
4687,870,0.01,1,3,0,1,0,0,0,2,0,1,0,3,2016,,,,,
4688,870,0.001,0,3,0,0,0,0,0,2,0,1,0,3,2016,,,,,
4689,870,0.0001,0,1,0,0,0,0,0,2,0,1,0,3,2016,,,,,
4690,870,0.00001,0,0,0,0,0,0,0,2,0,1,0,3,2016,,,,,
4691,871,0.1,0,3,2,2,0,0,0,3,0,1,0,3,2016,,,,,
4692,871,0.01,0,3,2,2,0,0,0,3,0,1,0,3,2016,,,,,
4693,871,0.001,0,3,0,0,0,0,0,3,0,1,0,3,2016,,,,,
4694,871,0.0001,0,3,0,0,0,0,0,3,0,1,0,3,2016,,,,,
4695,871,0.00001,0,0,0,0,0,0,0,3,0,1,0,3,2016,,,,,
4696,872,0.1,0,3,3,3,0,0,0,2,0,1,0,3,2016,,,,,
4697,872,0.01,0,3,1,1,0,0,0,2,0,1,0,3,2016,,,,,
4698,872,0.001,0,3,0,0,0,0,0,2,0,1,0,3,2016,,,,,
4699,872,0.0001,0,3,0,0,0,0,0,2,0,1,0,3,2016,,,,,
4700,872,0.00001,0,1,0,0,0,0,0,2,0,1,0,3,2016,,,,,
4701,873,0.1,1,3,3,3,0,0,1,1,0,1,0,3,2016,,,,,
4702,873,0.01,0,3,2,2,0,0,1,1,0,1,0,3,2016,,,,,
4703,873,0.001,0,3,0,0,0,0,1,1,0,1,0,3,2016,,,,,
4704,873,0.0001,0,1,0,0,0,0,1,1,0,1,0,3,2016,,,,,
4705,873,0.00001,0,0,0,0,0,0,1,1,0,1,0,3,2016,,,,,
4706,874,0.1,3,3,3,3,0,0,1,2,0,1,0,3,2016,,,,,
4707,874,0.01,0,3,0,0,0,0,1,2,0,1,0,3,2016,,,,,
4708,874,0.001,0,3,0,0,0,0,1,2,0,1,0,3,2016,,,,,
4709,874,0.0001,0,3,0,0,0,0,1,2,0,1,0,3,2016,,,,,
4710,874,0.00001,0,0,0,0,0,0,1,2,0,1,0,3,2016,,,,,
4711,875,0.1,0,3,3,3,0,0,1,3,0,1,0,3,2016,,,,,
4712,875,0.01,0,3,1,0,0,0,1,3,0,1,0,3,2016,,,,,
4713,875,0.001,0,3,0,0,0,0,1,3,0,1,0,3,2016,,,,,
4714,875,0.0001,0,1,0,0,0,0,1,3,0,1,0,3,2016,,,,,
4715,875,0.00001,0,0,0,0,0,0,1,3,0,1,0,3,2016,,,,,
4716,876,0.1,0,3,3,3,0,0,1,2,0,1,0,3,2016,,,,,
4717,876,0.01,0,3,0,0,0,0,1,2,0,1,0,3,2016,,,,,
4718,876,0.001,0,3,1,0,0,0,1,2,0,1,0,3,2016,,,,,
4719,876,0.0001,0,2,0,0,0,0,1,2,0,1,0,3,2016,,,,,
4720,876,0.00001,0,0,0,0,0,0,1,2,0,1,0,3,2016,,,,,
4721,877,0.1,0,3,2,2,1,0,0,1,0,1,0,3,2016,,,,,
4722,877,0.01,0,3,1,1,1,0,0,1,0,1,0,3,2016,,,,,
4723,877,0.001,0,3,0,0,1,0,0,1,0,1,0,3,2016,,,,,
4724,877,0.0001,0,3,0,0,1,0,0,1,0,1,0,3,2016,,,,,
4725,877,0.00001,0,0,0,0,1,0,0,1,0,1,0,3,2016,,,,,
4726,878,0.1,2,3,2,1,1,0,0,2,0,1,0,3,2016,,,,,
4727,878,0.01,0,3,0,0,1,0,0,2,0,1,0,3,2016,,,,,
4728,878,0.001,0,3,0,0,1,0,0,2,0,1,0,3,2016,,,,,
4729,878,0.0001,0,0,0,0,1,0,0,2,0,1,0,3,2016,,,,,
4730,878,0.00001,0,0,0,0,1,0,0,2,0,1,0,3,2016,,,,,
4731,879,0.1,1,3,1,1,1,0,0,3,0,1,0,3,2016,,,,,
4732,879,0.01,0,3,0,0,1,0,0,3,0,1,0,3,2016,,,,,
4733,879,0.001,0,3,0,0,1,0,0,3,0,1,0,3,2016,,,,,
4734,879,0.0001,0,2,1,0,1,0,0,3,0,1,0,3,2016,,,,,
4735,879,0.00001,0,1,1,0,1,0,0,3,0,1,0,3,2016,,,,,
4736,880,0.1,0,3,3,3,1,0,0,2,0,1,0,3,2016,,,,,
4737,880,0.01,0,3,1,1,1,0,0,2,0,1,0,3,2016,,,,,
4738,880,0.001,0,3,1,0,1,0,0,2,0,1,0,3,2016,,,,,
4739,880,0.0001,0,1,0,0,1,0,0,2,0,1,0,3,2016,,,,,
4740,880,0.00001,0,0,0,0,1,0,0,2,0,1,0,3,2016,,,,,
4741,881,0.1,2,3,3,3,1,0,1,1,0,1,0,3,2016,,,,,
4742,881,0.01,0,3,3,3,1,0,1,1,0,1,0,3,2016,,,,,
4743,881,0.001,0,3,0,0,1,0,1,1,0,1,0,3,2016,,,,,
4744,881,0.0001,0,1,0,0,1,0,1,1,0,1,0,3,2016,,,,,
4745,881,0.00001,0,0,0,0,1,0,1,1,0,1,0,3,2016,,,,,
4746,882,0.1,0,3,3,3,1,0,1,2,0,1,0,3,2016,,,,,
4747,882,0.01,0,3,1,2,1,0,1,2,0,1,0,3,2016,,,,,
4748,882,0.001,0,3,0,0,1,0,1,2,0,1,0,3,2016,,,,,
4749,882,0.0001,0,2,0,0,1,0,1,2,0,1,0,3,2016,,,,,
